Duration,Start date,Start Station,Start terminal,End date,End Station,End terminal,Bike#,Subscriber Type
0h 15m 44s,6/30/2014 18:45,Lincoln Memorial,31258,6/30/2014 19:01,7th & F St NW / National Portrait Gallery,31232,W00144,Casual
0h 12m 13s,6/30/2014 18:45,Lynn & 19th St North,31014,6/30/2014 18:57,18th & M St NW,31221,W20528,Registered
0h 8m 37s,6/30/2014 18:45,Wisconsin Ave & O St NW,31312,6/30/2014 18:54,20th & O St NW / Dupont South,31234,w00059,Registered
0h 19m 35s,6/30/2014 18:45,13th St & New York Ave NW,31227,6/30/2014 19:05,Park Rd & Holmead Pl NW,31602,W21372,Registered
0h 8m 23s,6/30/2014 18:45,Wisconsin Ave & O St NW,31312,6/30/2014 18:54,20th & O St NW / Dupont South,31234,W01343,Registered
0h 10m 33s,6/30/2014 18:45,US Dept of State / Virginia Ave & 21st St NW,31220,6/30/2014 18:56,17th & K St NW / Farragut Square,31233,W21300,Registered
0h 26m 46s,6/30/2014 18:46,14th & D St NW / Ronald Reagan Building,31231,6/30/2014 19:12,8th & East Capitol St NE,31629,W01474,Registered
0h 2m 40s,6/30/2014 18:46,Adams Mill & Columbia Rd NW,31104,6/30/2014 18:48,Calvert St & Woodley Pl NW,31121,W20754,Registered
0h 11m 41s,6/30/2014 18:46,8th & East Capitol St NE,31629,6/30/2014 18:57,3rd & Tingey St SE,31634,W20424,Casual
0h 10m 18s,6/30/2014 18:46,Wilson Blvd & Franklin Rd,31020,6/30/2014 18:56,N Quincy St & Wilson Blvd,31039,W20106,Registered
0h 13m 38s,6/30/2014 18:46,New Hampshire Ave & T St NW,31229,6/30/2014 18:59,11th & Kenyon St NW,31102,W21089,Registered
0h 13m 45s,6/30/2014 18:46,New Hampshire Ave & T St NW,31229,6/30/2014 19:00,11th & Kenyon St NW,31102,W00949,Casual
0h 4m 23s,6/30/2014 18:46,California St & Florida Ave NW,31116,6/30/2014 18:50,14th & V St NW,31101,W21177,Registered
0h 27m 46s,6/30/2014 18:46,C & O Canal & Wisconsin Ave NW,31225,6/30/2014 19:14,1st & Rhode Island Ave NW,31506,W00033,Registered
0h 11m 49s,6/30/2014 18:46,8th & East Capitol St NE,31629,6/30/2014 18:58,North Capitol St & F St NW,31624,W01278,Registered
0h 16m 27s,6/30/2014 18:46,18th & Eads St.,31001,6/30/2014 19:02,Lincoln Memorial,31258,W00391,Registered
0h 7m 37s,6/30/2014 18:46,20th & O St NW / Dupont South,31234,6/30/2014 18:54,13th & U St NW,31268,W21262,Registered
0h 10m 31s,6/30/2014 18:46,New York Ave & 15th St NW,31222,6/30/2014 18:56,M St & Pennsylvania Ave NW,31246,W20469,Registered
0h 5m 53s,6/30/2014 18:46,20th & O St NW / Dupont South,31234,6/30/2014 18:52,25th St & Pennsylvania Ave NW,31237,W01036,Registered
0h 6m 37s,6/30/2014 18:46,20th St & Florida Ave NW,31110,6/30/2014 18:53,13th & U St NW,31268,W01370,Registered
0h 4m 28s,6/30/2014 18:46,N Adams St & Lee Hwy,31030,6/30/2014 18:51,Court House Metro / Wilson Blvd & N Uhle St,31017,W21577,Registered
0h 17m 42s,6/30/2014 18:46,17th & K St NW,31213,6/30/2014 19:04,8th & F St NE,31631,W21283,Registered
0h 7m 58s,6/30/2014 18:46,Bethesda Metro,32048,6/30/2014 18:54,River Rd & Landy Ln,32046,W00106,Registered
0h 8m 52s,6/30/2014 18:46,20th & O St NW / Dupont South,31234,6/30/2014 18:55,Wisconsin Ave & O St NW,31312,W01137,Registered
0h 9m 5s,6/30/2014 18:46,3rd St & Pennsylvania Ave SE,31269,6/30/2014 18:55,Bladensburg Rd & Benning Rd NE,31617,W00353,Registered
0h 9m 56s,6/30/2014 18:46,21st & M St NW,31212,6/30/2014 18:56,Wisconsin Ave & O St NW,31312,W20289,Registered
0h 8m 22s,6/30/2014 18:46,3rd & H St NE,31616,6/30/2014 18:55,13th & H St NE,31611,W21631,Registered
0h 23m 8s,6/30/2014 18:46,20th & Crystal Dr,31002,6/30/2014 19:10,Henry St & Pendleton St,31046,W21625,Registered
0h 9m 43s,6/30/2014 18:46,New York Ave & 15th St NW,31222,6/30/2014 18:56,Maryland & Independence Ave SW,31243,W00764,Registered
0h 10m 35s,6/30/2014 18:46,Adams Mill & Columbia Rd NW,31104,6/30/2014 18:57,24th & N St NW,31255,W21353,Registered
0h 15m 16s,6/30/2014 18:46,L'Enfant Plaza / 7th & C St SW,31218,6/30/2014 19:02,1st & Rhode Island Ave NW,31506,W01072,Registered
0h 6m 22s,6/30/2014 18:46,Park Rd & Holmead Pl NW,31602,6/30/2014 18:53,14th St Heights / 14th & Crittenden St NW,31402,W21508,Registered
0h 4m 38s,6/30/2014 18:46,8th & Eye St SE / Barracks Row,31608,6/30/2014 18:51,1st & K St SE,31628,W21047,Registered
0h 15m 4s,6/30/2014 18:46,Columbus Circle / Union Station,31623,6/30/2014 19:02,Thomas Circle,31241,W20346,Casual
0h 24m 5s,6/30/2014 18:47,1st & M St NE,31603,6/30/2014 19:11,20th St & Florida Ave NW,31110,W00433,Registered
0h 9m 1s,6/30/2014 18:47,17th & Corcoran St NW,31214,6/30/2014 18:56,7th & R St NW / Shaw Library,31245,W20864,Registered
0h 8m 54s,6/30/2014 18:47,5th & K St NW,31600,6/30/2014 18:56,10th & E St NW,31256,W00869,Registered
0h 51m 48s,6/30/2014 18:47,Lincoln Memorial,31258,6/30/2014 19:39,Commerce St & Fayette St,31045,W20377,Casual
0h 12m 8s,6/30/2014 18:47,21st & I St NW,31205,6/30/2014 18:59,18th St & Wyoming Ave NW,31114,W00860,Registered
0h 5m 25s,6/30/2014 18:47,17th St & Massachusetts Ave NW,31267,6/30/2014 18:52,New Hampshire Ave & T St NW,31229,W00724,Registered
0h 14m 34s,6/30/2014 18:47,10th & E St NW,31256,6/30/2014 19:02,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,W21443,Registered
0h 17m 39s,6/30/2014 18:47,20th & E St NW,31204,6/30/2014 19:05,6th & H St NE,31615,W00062,Registered
0h 10m 49s,6/30/2014 18:47,Carroll & Westmoreland Ave,32025,6/30/2014 18:58,Fenton St & Ellsworth Dr ,32036,W00911,Registered
0h 9m 25s,6/30/2014 18:47,USDA / 12th & Independence Ave SW,31217,6/30/2014 18:57,5th St & Massachusetts Ave NW,31265,W00462,Registered
0h 8m 0s,6/30/2014 18:47,Carroll & Westmoreland Ave,32025,6/30/2014 18:55,Philadelphia & Maple Ave,32010,W00628,Registered
0h 20m 47s,6/30/2014 18:47,20th & L St NW,31250,6/30/2014 19:08,6th & Water St SW / SW Waterfront,31609,W00812,Registered
0h 10m 23s,6/30/2014 18:47,Fairfax Dr & Kenmore St,31040,6/30/2014 18:58,Fairfax Dr & Kenmore St,31040,W20050,Registered
0h 4m 38s,6/30/2014 18:47,Calvert St & Woodley Pl NW,31121,6/30/2014 18:52,Adams Mill & Columbia Rd NW,31104,W01105,Registered
0h 51m 32s,6/30/2014 18:47,Lincoln Memorial,31258,6/30/2014 19:39,Commerce St & Fayette St,31045,W21478,Casual
0h 16m 28s,6/30/2014 18:47,L'Enfant Plaza / 7th & C St SW,31218,6/30/2014 19:04,1st & M St NE,31603,W00904,Registered
0h 25m 24s,6/30/2014 18:47,Lincoln Memorial,31258,6/30/2014 19:13,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,W20429,Casual
0h 17m 8s,6/30/2014 18:47,Hains Point/Buckeye & Ohio Dr SW,31273,6/30/2014 19:05,1st & N St  SE,31209,W21237,Registered
0h 2m 26s,6/30/2014 18:48,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,6/30/2014 18:50,39th & Veazey St NW,31308,W21199,Registered
0h 12m 47s,6/30/2014 18:48,3000 Connecticut Ave NW / National Zoo,31307,6/30/2014 19:00,Van Ness Metro / UDC,31300,W00022,Registered
0h 39m 49s,6/30/2014 18:48,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 19:28,Lincoln Memorial,31258,W01349,Casual
0h 50m 47s,6/30/2014 18:48,Lincoln Memorial,31258,6/30/2014 19:39,Commerce St & Fayette St,31045,W20193,Casual
0h 2m 40s,6/30/2014 18:48,Clarendon Metro / Wilson Blvd & N Highland St,31022,6/30/2014 18:50,Clarendon Blvd & N Fillmore St,31021,W00340,Registered
0h 27m 43s,6/30/2014 18:48,C & O Canal & Wisconsin Ave NW,31225,6/30/2014 19:16,12th & Hayes St /  Pentagon City Metro,31005,W21480,Registered
0h 10m 42s,6/30/2014 18:48,20th St & Florida Ave NW,31110,6/30/2014 18:59,M St & Pennsylvania Ave NW,31246,W20720,Registered
0h 17m 18s,6/30/2014 18:48,Jefferson Memorial,31249,6/30/2014 19:05,23rd & Crystal Dr,31011,W00043,Registered
0h 8m 40s,6/30/2014 18:48,Thomas Circle,31241,6/30/2014 18:57,14th & Belmont St NW,31119,W00976,Registered
0h 19m 52s,6/30/2014 18:48,6th St & Indiana Ave NW,31264,6/30/2014 19:08,14th & R St NW,31202,W00465,Registered
0h 6m 44s,6/30/2014 18:48,10th & E St NW,31256,6/30/2014 18:55,North Capitol St & F St NW,31624,W20142,Registered
0h 7m 37s,6/30/2014 18:48,5th & K St NW,31600,6/30/2014 18:56,Florida Ave & R St NW,31503,W00863,Registered
0h 38m 53s,6/30/2014 18:48,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 19:27,Lincoln Memorial,31258,W21638,Casual
0h 17m 15s,6/30/2014 18:49,7th & T St NW,31109,6/30/2014 19:06,6th & H St NE,31615,W20096,Registered
0h 2m 13s,6/30/2014 18:49,N Quincy St & Wilson Blvd,31039,6/30/2014 18:51,Virginia Square Metro / N Monroe St & 9th St N,31024,W01192,Registered
0h 4m 7s,6/30/2014 18:49,3rd & D St SE,31605,6/30/2014 18:53,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,W21604,Registered
0h 8m 11s,6/30/2014 18:49,Columbia Rd & Belmont St NW,31113,6/30/2014 18:57,Massachusetts Ave & Dupont Circle NW,31200,W21453,Registered
0h 8m 7s,6/30/2014 18:49,20th & E St NW,31204,6/30/2014 18:57,21st & I St NW,31205,W20335,Casual
0h 6m 58s,6/30/2014 18:49,Eastern Market / 7th & North Carolina Ave SE,31610,6/30/2014 18:56,13th & D St NE,31622,W00012,Registered
0h 5m 15s,6/30/2014 18:49,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 18:54,4th & East Capitol St NE,31618,W20372,Registered
0h 11m 40s,6/30/2014 18:49,3rd & H St NE,31616,6/30/2014 19:00,Smithsonian / Jefferson Dr & 12th St SW,31248,W00689,Registered
0h 27m 25s,6/30/2014 18:49,21st & I St NW,31205,6/30/2014 19:16,Idaho Ave & Newark St NW [on 2nd District patio],31302,W20987,Registered
0h 17m 56s,6/30/2014 18:49,18th & M St NW,31221,6/30/2014 19:07,Columbia Rd & Georgia Ave NW,31115,W00473,Registered
0h 7m 7s,6/30/2014 18:49,Lamont & Mt Pleasant NW,31107,6/30/2014 18:56,11th & Kenyon St NW,31102,W20930,Registered
0h 12m 45s,6/30/2014 18:49,13th & U St NW,31268,6/30/2014 19:02,Georgia & New Hampshire Ave NW,31400,W20221,Registered
0h 4m 58s,6/30/2014 18:49,7th & T St NW,31109,6/30/2014 18:54,14th & V St NW,31101,W20538,Registered
0h 23m 38s,6/30/2014 18:49,3rd & D St SE,31605,6/30/2014 19:13,M St & Pennsylvania Ave NW,31246,W21095,Registered
0h 10m 32s,6/30/2014 18:49,1st & Rhode Island Ave NW,31506,6/30/2014 19:00,14th & V St NW,31101,W01302,Registered
0h 7m 41s,6/30/2014 18:49,20th & E St NW,31204,6/30/2014 18:57,21st & I St NW,31205,W21452,Casual
0h 28m 46s,6/30/2014 18:49,17th & Corcoran St NW,31214,6/30/2014 19:18,13th & U St NW,31268,W00364,Registered
0h 14m 22s,6/30/2014 18:49,New York Ave & 15th St NW,31222,6/30/2014 19:04,6th & H St NE,31615,W01337,Registered
0h 3m 31s,6/30/2014 18:49,Central Library / N Quincy St & 10th St N,31025,6/30/2014 18:53,Virginia Square Metro / N Monroe St & 9th St N,31024,W20923,Registered
0h 10m 39s,6/30/2014 18:49,Calvert St & Woodley Pl NW,31121,6/30/2014 19:00,Lamont & Mt Pleasant NW,31107,W20754,Registered
0h 13m 48s,6/30/2014 18:49,19th & East Capitol St SE,31601,6/30/2014 19:03,15th St & Massachusetts Ave SE,31626,W20897,Registered
0h 8m 3s,6/30/2014 18:49,US Dept of State / Virginia Ave & 21st St NW,31220,6/30/2014 18:57,15th & K St NW,31254,W01021,Registered
0h 36m 23s,6/30/2014 18:49,21st St & Constitution Ave NW,31261,6/30/2014 19:26,Metro Center / 12th & G St NW,31230,W20984,Casual
1h 34m 42s,6/30/2014 18:49,21st & M St NW,31212,6/30/2014 20:24,17th & K St NW / Farragut Square,31233,W00810,Casual
0h 19m 55s,6/30/2014 18:49,21st & M St NW,31212,6/30/2014 19:09,Idaho Ave & Newark St NW [on 2nd District patio],31302,W00405,Registered
0h 9m 54s,6/30/2014 18:49,Norfolk Ave & Fairmont St,32000,6/30/2014 18:59,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,32014,W01458,Registered
0h 7m 4s,6/30/2014 18:49,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 18:57,21st & I St NW,31205,W20209,Registered
0h 13m 43s,6/30/2014 18:49,Lamont & Mt Pleasant NW,31107,6/30/2014 19:03,1st & Rhode Island Ave NW,31506,W21159,Registered
0h 9m 6s,6/30/2014 18:50,14th & G St NW,31238,6/30/2014 18:59,Convention Center / 7th & M St NW,31223,W21043,Registered
0h 21m 51s,6/30/2014 18:50,Jefferson Dr & 14th St SW,31247,6/30/2014 19:12,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,W00139,Casual
0h 28m 8s,6/30/2014 18:50,17th & Corcoran St NW,31214,6/30/2014 19:18,13th & U St NW,31268,W21552,Registered
1h 50m 46s,6/30/2014 18:50,Connecticut Ave & Newark St NW / Cleveland Park,31305,6/30/2014 20:41,Calvert St & Woodley Pl NW,31121,W21123,Casual
0h 5m 5s,6/30/2014 18:50,4th & East Capitol St NE,31618,6/30/2014 18:55,3rd & G St SE,31625,W20173,Registered
0h 3m 18s,6/30/2014 18:50,8th & H St NW,31228,6/30/2014 18:53,11th & K St NW,31263,W01243,Registered
0h 12m 51s,6/30/2014 18:50,3rd & H St NW,31604,6/30/2014 19:03,Eastern Market / 7th & North Carolina Ave SE,31610,W01277,Registered
0h 28m 20s,6/30/2014 18:50,Lincoln Memorial,31258,6/30/2014 19:18,24th & N St NW,31255,W01281,Casual
0h 10m 8s,6/30/2014 18:50,5th & K St NW,31600,6/30/2014 19:00,New Hampshire Ave & T St NW,31229,W20677,Registered
0h 52m 48s,6/30/2014 18:50,Lincoln Memorial,31258,6/30/2014 19:43,Saint Asaph St & Pendleton  St,31043,W21533,Casual
0h 52m 49s,6/30/2014 18:50,Lincoln Memorial,31258,6/30/2014 19:43,Saint Asaph St & Pendleton  St,31043,W20226,Casual
0h 13m 45s,6/30/2014 18:50,25th St & Pennsylvania Ave NW,31237,6/30/2014 19:04,14th & Belmont St NW,31119,W00804,Registered
0h 13m 40s,6/30/2014 18:50,Thomas Circle,31241,6/30/2014 19:04,13th & U St NW,31268,W21523,Registered
0h 13m 42s,6/30/2014 18:50,Lamont & Mt Pleasant NW,31107,6/30/2014 19:04,17th & K St NW,31213,W20315,Registered
0h 13m 37s,6/30/2014 18:50,20th & O St NW / Dupont South,31234,6/30/2014 19:04,Eckington Pl & Q St NE,31505,W20288,Registered
0h 14m 20s,6/30/2014 18:50,Thomas Circle,31241,6/30/2014 19:05,Calvert St & Woodley Pl NW,31121,W21590,Registered
0h 26m 57s,6/30/2014 18:50,Lincoln Memorial,31258,6/30/2014 19:17,24th & N St NW,31255,W21615,Casual
0h 11m 21s,6/30/2014 18:50,21st & I St NW,31205,6/30/2014 19:02,11th & M St NW,31266,W21418,Registered
0h 12m 44s,6/30/2014 18:50,3rd & H St NE,31616,6/30/2014 19:03,3rd & D St SE,31605,W00848,Registered
0h 28m 33s,6/30/2014 18:50,25th St & Pennsylvania Ave NW,31237,6/30/2014 19:19,Park Rd & Holmead Pl NW,31602,W00505,Registered
0h 11m 8s,6/30/2014 18:50,5th & K St NW,31600,6/30/2014 19:02,17th & Corcoran St NW,31214,W20996,Registered
0h 16m 33s,6/30/2014 18:50,Gallaudet / 8th St & Florida Ave NE,31508,6/30/2014 19:07,Maryland & Independence Ave SW,31243,W00321,Casual
0h 6m 44s,6/30/2014 18:51,6th & H St NE,31615,6/30/2014 18:57,Eastern Market / 7th & North Carolina Ave SE,31610,W20102,Registered
0h 23m 18s,6/30/2014 18:51,14th & D St SE,31607,6/30/2014 19:14,Metro Center / 12th & G St NW,31230,W20548,Registered
0h 11m 25s,6/30/2014 18:51,5th St & Massachusetts Ave NW,31265,6/30/2014 19:02,Jefferson Dr & 14th St SW,31247,W00093,Casual
0h 4m 53s,6/30/2014 18:51,5th & K St NW,31600,6/30/2014 18:56,11th & M St NW,31266,W01460,Registered
0h 22m 56s,6/30/2014 18:51,21st & I St NW,31205,6/30/2014 19:14,S Joyce & Army Navy Dr,31006,W21618,Registered
0h 25m 11s,6/30/2014 18:51,Wisconsin Ave & O St NW,31312,6/30/2014 19:16,C & O Canal & Wisconsin Ave NW,31225,W20815,Registered
0h 4m 14s,6/30/2014 18:51,5th & K St NW,31600,6/30/2014 18:55,8th & H St NW,31228,W00417,Registered
0h 4m 45s,6/30/2014 18:51,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 18:56,New Hampshire Ave & T St NW,31229,W20327,Registered
0h 14m 40s,6/30/2014 18:51,10th & E St NW,31256,6/30/2014 19:06,4th & East Capitol St NE,31618,W20642,Registered
2h 11m 37s,6/30/2014 18:51,22nd & I St NW / Foggy Bottom,31257,6/30/2014 21:03,22nd & I St NW / Foggy Bottom,31257,W00474,Casual
0h 3m 53s,6/30/2014 18:51,15th & N Scott St,31031,6/30/2014 18:55,Iwo Jima Memorial/N Meade & 14th St N,31077,W20740,Registered
0h 7m 10s,6/30/2014 18:51,3rd & G St SE,31625,6/30/2014 18:58,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,W21414,Registered
0h 15m 53s,6/30/2014 18:51,14th & Rhode Island Ave NW,31203,6/30/2014 19:07,14th St & Spring Rd NW,31401,W00508,Registered
0h 12m 34s,6/30/2014 18:51,5th & F St NW,31620,6/30/2014 19:04,13th & H St NE,31611,W21696,Registered
0h 16m 55s,6/30/2014 18:51,25th St & Pennsylvania Ave NW,31237,6/30/2014 19:08,New Hampshire Ave & T St NW,31229,W01462,Registered
0h 3m 31s,6/30/2014 18:51,11th & F St NW,31262,6/30/2014 18:55,11th & K St NW,31263,W21192,Registered
0h 5m 57s,6/30/2014 18:51,1st & M St NE,31603,6/30/2014 18:57,Gallaudet / 8th St & Florida Ave NE,31508,W01483,Registered
0h 20m 45s,6/30/2014 18:51,Jefferson Dr & 14th St SW,31247,6/30/2014 19:12,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,W21001,Casual
0h 12m 54s,6/30/2014 18:51,13th & U St NW,31268,6/30/2014 19:04,Eckington Pl & Q St NE,31505,W00997,Registered
0h 4m 27s,6/30/2014 18:51,21st & M St NW,31212,6/30/2014 18:56,20th & L St NW,31250,W00156,Registered
0h 12m 30s,6/30/2014 18:52,Rhode Island Ave & V St NE,31513,6/30/2014 19:04,11th & Kenyon St NW,31102,W01080,Registered
0h 23m 25s,6/30/2014 18:52,14th & D St SE,31607,6/30/2014 19:15,Lincoln Park / 13th & East Capitol St NE ,31619,W01262,Registered
0h 4m 33s,6/30/2014 18:52,King St Metro,31048,6/30/2014 18:56,Commerce St & Fayette St,31045,W20359,Registered
0h 5m 44s,6/30/2014 18:52,Medical Center Dr & Key West Ave,32041,6/30/2014 18:57,Fallsgrove Blvd & Fallsgrove Dr,32004,W00222,Registered
0h 19m 30s,6/30/2014 18:52,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,6/30/2014 19:11,Van Ness Metro / UDC,31300,W20926,Registered
0h 33m 47s,6/30/2014 18:52,21st St & Constitution Ave NW,31261,6/30/2014 19:26,Metro Center / 12th & G St NW,31230,W21442,Casual
0h 11m 41s,6/30/2014 18:52,16th & Harvard St NW,31103,6/30/2014 19:04,Georgia & New Hampshire Ave NW,31400,W21222,Registered
0h 3m 58s,6/30/2014 18:52,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 18:56,Potomac & Pennsylvania Ave SE,31606,W21333,Registered
0h 0m 9s,6/30/2014 18:52,21st & I St NW,31205,6/30/2014 18:52,21st & I St NW,31205,W21181,Registered
0h 9m 34s,6/30/2014 18:52,Georgetown Harbor / 30th St NW,31215,6/30/2014 19:02,14th & G St NW,31238,W20455,Registered
0h 6m 35s,6/30/2014 18:52,Central Library / N Quincy St & 10th St N,31025,6/30/2014 18:59,Washington Blvd & 10th St N,31026,W20067,Registered
0h 5m 12s,6/30/2014 18:52,17th & K St NW / Farragut Square,31233,6/30/2014 18:58,13th St & New York Ave NW,31227,W20363,Registered
0h 2m 56s,6/30/2014 18:52,3rd & D St SE,31605,6/30/2014 18:55,Eastern Market / 7th & North Carolina Ave SE,31610,W20018,Registered
0h 3m 15s,6/30/2014 18:52,21st & I St NW,31205,6/30/2014 18:56,19th St & Pennsylvania Ave NW,31100,W21429,Registered
0h 6m 51s,6/30/2014 18:53,N Rhodes & 16th St N,31018,6/30/2014 19:00,Clarendon Metro / Wilson Blvd & N Highland St,31022,W01089,Registered
0h 9m 59s,6/30/2014 18:53,Hains Point/Buckeye & Ohio Dr SW,31273,6/30/2014 19:03,14th & D St NW / Ronald Reagan Building,31231,W21387,Registered
0h 17m 16s,6/30/2014 18:53,US Dept of State / Virginia Ave & 21st St NW,31220,6/30/2014 19:10,11th & M St NW,31266,W20055,Registered
0h 19m 35s,6/30/2014 18:53,Jefferson Memorial,31249,6/30/2014 19:13,N Adams St & Lee Hwy,31030,W21426,Registered
0h 6m 49s,6/30/2014 18:53,King St Metro,31048,6/30/2014 19:00,Market Square / King St & Royal St,31042,W01459,Registered
2h 10m 5s,6/30/2014 18:53,22nd & I St NW / Foggy Bottom,31257,6/30/2014 21:03,22nd & I St NW / Foggy Bottom,31257,W00540,Casual
0h 5m 16s,6/30/2014 18:53,4th & M St SW,31108,6/30/2014 18:59,1st & N St  SE,31209,W01201,Registered
0h 12m 3s,6/30/2014 18:53,Lincoln Memorial,31258,6/30/2014 19:05,Washington & Independence Ave SW/HHS,31272,W01005,Registered
0h 11m 45s,6/30/2014 18:53,M St & Delaware Ave NE,31627,6/30/2014 19:05,15th & F St NE,31632,W21489,Registered
0h 10m 13s,6/30/2014 18:53,17th St & Massachusetts Ave NW,31267,6/30/2014 19:04,Calvert St & Woodley Pl NW,31121,W01110,Registered
0h 8m 47s,6/30/2014 18:54,14th & G St NW,31238,6/30/2014 19:02,14th & R St NW,31202,W21423,Registered
0h 20m 8s,6/30/2014 18:54,3rd & H St NE,31616,6/30/2014 19:14,Bladensburg Rd & Benning Rd NE,31617,W20016,Registered
0h 6m 22s,6/30/2014 18:54,21st & I St NW,31205,6/30/2014 19:00,14th & G St NW,31238,W21234,Registered
0h 9m 28s,6/30/2014 18:54,4th & M St SW,31108,6/30/2014 19:03,M St & New Jersey Ave SE,31208,W00528,Registered
0h 10m 3s,6/30/2014 18:54,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 19:04,13th & H St NE,31611,W20975,Registered
0h 12m 42s,6/30/2014 18:54,15th & P St NW,31201,6/30/2014 19:07,20th & E St NW,31204,W20959,Registered
0h 11m 44s,6/30/2014 18:54,17th & K St NW,31213,6/30/2014 19:06,M St & Pennsylvania Ave NW,31246,W20877,Casual
0h 11m 59s,6/30/2014 18:54,11th & M St NW,31266,6/30/2014 19:06,Massachusetts Ave & Dupont Circle NW,31200,W21622,Registered
0h 9m 27s,6/30/2014 18:54,Clarendon Metro / Wilson Blvd & N Highland St,31022,6/30/2014 19:04,Clarendon Metro / Wilson Blvd & N Highland St,31022,W21322,Registered
0h 15m 34s,6/30/2014 18:54,7th & F St NW / National Portrait Gallery,31232,6/30/2014 19:10,8th & Eye St SE / Barracks Row,31608,W21080,Registered
0h 9m 54s,6/30/2014 18:55,Lincoln Memorial,31258,6/30/2014 19:04,C & O Canal & Wisconsin Ave NW,31225,W21657,Registered
0h 12m 22s,6/30/2014 18:55,1st & M St NE,31603,6/30/2014 19:07,Eckington Pl & Q St NE,31505,W01400,Registered
0h 26m 48s,6/30/2014 18:55,River Rd & Landy Ln,32046,6/30/2014 19:21,Georgetown Harbor / 30th St NW,31215,W00106,Registered
0h 2m 39s,6/30/2014 18:55,14th & D St SE,31607,6/30/2014 18:57,15th St & Massachusetts Ave SE,31626,W20683,Registered
0h 27m 55s,6/30/2014 18:55,John McCormack Dr & Michigan Ave NE,31502,6/30/2014 19:23,Takoma Metro,31408,W01257,Registered
0h 7m 35s,6/30/2014 18:55,New Hampshire Ave & T St NW,31229,6/30/2014 19:02,14th & R St NW,31202,W20238,Registered
0h 9m 53s,6/30/2014 18:55,14th & Harvard St NW,31105,6/30/2014 19:05,15th & Euclid St  NW,31117,W01239,Registered
0h 22m 51s,6/30/2014 18:55,7th & F St NW / National Portrait Gallery,31232,6/30/2014 19:18,15th & East Capitol St NE,31630,W20604,Registered
0h 11m 13s,6/30/2014 18:55,11th & M St NW,31266,6/30/2014 19:06,Massachusetts Ave & Dupont Circle NW,31200,W00523,Registered
0h 20m 42s,6/30/2014 18:55,13th & D St NE,31622,6/30/2014 19:16,4th & M St SW,31108,W20693,Registered
0h 13m 29s,6/30/2014 18:55,M St & Delaware Ave NE,31627,6/30/2014 19:08,17th & Corcoran St NW,31214,W00486,Registered
0h 13m 19s,6/30/2014 18:55,USDA / 12th & Independence Ave SW,31217,6/30/2014 19:08,3rd & H St NW,31604,W21589,Registered
0h 11m 25s,6/30/2014 18:55,Eckington Pl & Q St NE,31505,6/30/2014 19:07,John McCormack Dr & Michigan Ave NE,31502,W21313,Registered
0h 6m 8s,6/30/2014 18:55,12th & L St NW,31251,6/30/2014 19:01,10th & U St NW,31111,W20515,Registered
0h 6m 51s,6/30/2014 18:55,New Hampshire Ave & T St NW,31229,6/30/2014 19:02,14th & R St NW,31202,W00900,Registered
0h 14m 46s,6/30/2014 18:55,Harvard St & Adams Mill Rd NW,31112,6/30/2014 19:10,Connecticut Ave & Tilden St NW,31313,W00032,Registered
0h 9m 18s,6/30/2014 18:55,18th & M St NW,31221,6/30/2014 19:05,14th & R St NW,31202,W21620,Registered
0h 24m 5s,6/30/2014 18:55,M St & Delaware Ave NE,31627,6/30/2014 19:19,17th & Corcoran St NW,31214,W01338,Registered
0h 5m 46s,6/30/2014 18:55,20th & E St NW,31204,6/30/2014 19:01,25th St & Pennsylvania Ave NW,31237,W21498,Registered
0h 9m 44s,6/30/2014 18:55,S Joyce & Army Navy Dr,31006,6/30/2014 19:05,28th St S & S Meade St,31055,W21662,Casual
0h 18m 32s,6/30/2014 18:55,Idaho Ave & Newark St NW [on 2nd District patio],31302,6/30/2014 19:14,14th & Harvard St NW,31105,W21499,Registered
0h 7m 14s,6/30/2014 18:55,17th St & Massachusetts Ave NW,31267,6/30/2014 19:03,California St & Florida Ave NW,31116,W20340,Registered
0h 13m 9s,6/30/2014 18:56,3rd & Elm St NW,31118,6/30/2014 19:09,17th & Corcoran St NW,31214,W01199,Registered
0h 9m 19s,6/30/2014 18:56,Columbus Circle / Union Station,31623,6/30/2014 19:05,Bladensburg Rd & Benning Rd NE,31617,W01186,Registered
